problem_id,category_id,level,solved,name,topics
1536,2,1,1994,"Libertadores","ad-hoc"
1537,5,5,375,"Bank Line","combinatorial, equivalence class"
1538,4,5,246,"Alien Sequence","string"
1539,7,4,399,"Telecom Company","graphs, minimum path, geometry"
1540,2,2,657,"Energy Planning","beginner"
1541,1,1,4555,"Building Houses","repetition"
1542,2,1,2517,"Reading Books","ad hoc"
1543,6,5,131,"Board With Prizes","dynamic programming"
1544,5,5,278,"The Last Non-zero Digit","modulo, arithmetic"
1545,6,5,160,"Cards II","dynamic programming"
1546,2,1,3213,"Feedback","ad hoc"
1547,2,1,2220,"Guess What","ad hoc"
1548,4,2,3185,"Canteen Queue","max, sort"
1549,8,4,411,"Splitting the Coke","binary search; geometry"
1550,7,4,886,"Inversion","bfs"
1551,3,3,2162,"Complete Sentence","string, counting"
1552,7,4,854,"Rescue in Free Fall","minimum spanning tree"
1553,2,2,1390,"Frequent Asked Questions","counting"
1554,5,3,679,"N.1 Continuous","distance of 2 points, ad hoc, minimum value"
1555,5,1,4649,"Functions","math"
1556,3,2,575,"Removing Letters","brute force"
1557,1,1,4542,"Square Matrix III","bidimensional array"
1558,2,2,1708,"Sum of Two Squares","dynamic programming"
1559,2,2,668,"2048","matrix"
1560,8,5,271,"Triangle Energy","verification of points inside a triangle"
1561,2,2,505,"Binary Watch","ascii art"
1562,7,6,44,"Choosing the Pairs","bfs"
1563,5,6,65,"The Big Problem","modulus, probability, arithmetic progression "
1564,1,1,8281,"Brazil World Cup","repetition"
1565,6,9,7,"Connect the Points","dinamic programming"
1566,4,2,2094,"Height","counting sort"
1567,5,3,89,"(2/3/4)-D Sqr/Rects/Cubes/Boxes?","multidimensional arrays"
1568,5,3,277,"{sum+=i++} to Reach N","unknown"
1569,2,2,252,"Snakes and Ladders","ad hoc, simulation"
1570,5,5,49,"A Day in Math-Land","unknown"
1571,8,7,130,"A Square & Equilateral Triangles","unknown"
1572,5,4,29,"The Unreal Tournament","unknown"
1573,2,2,1026,"Chocolate Factory","ad hoc"
1574,2,1,1742,"Robot Instructions","ad hoc"
1575,2,4,9,"Chasing After Don Giovanni","ad hoc, simulation"
1576,2,4,73,"The Skyline Problem","ad hoc"
1577,5,3,186,"Constructible Regular Polygons","classical math"
1578,2,1,1060,"Matrix of Squares","ad hoc, bidimensional array"
1579,6,5,232,"Transport of Solar Panels","binary search"
1580,5,2,436,"Quid Est Veritas? Est Vir Qui Adest!","combinatorics"
1581,3,2,1796,"International Chat","strings comparison"
1582,5,1,1553,"The Pythagorean Theorem","euclidean algorithm"
1583,2,3,628,"Contamination","flood fill"
1584,7,6,105,"Espertofone","combinatorics with graphs"
1585,2,1,2610,"Making Kites","ad hoc"
1586,3,2,590,"Tug of War","binary search"
1587,4,4,107,"BIT Park","fenwick tree (bit)"
1588,2,1,572,"Help the Federation","ad hoc"
1589,1,1,7411,"Bob Conduit"," repetition"
1590,6,3,229,"Cuarenta and Two","brute force, greed"
1591,2,1,470,"Grandma's Day","ad hoc"
1592,7,5,150,"Elias and Golias","dp, paradigms"
1593,2,2,603,"Binary Function","ad hoc"
1594,4,3,146,"Greedy","-"
1595,6,3,522,"Humm.. Run or Walk.. That's the Question","-"
1596,6,5,1,"Yusuf II's Tournament","-"
1597,6,5,17,"Unmasking the Sultan's Employee","-"
1598,6,5,16,"The Real Value of Mats","-"
1599,6,5,268,"Peaks of Atlas","-"
1600,6,5,62,"The Cat of The Caretaker of The Warehouse","-"
1601,6,5,30,"Partition of The Herd","-"
1602,6,5,374,"Hyperprimes","-"
1603,6,5,10,"Qanat Canals","-"
1604,6,5,37,"Pair-voting in The Board of Gueliz","-"
1605,6,5,14,"Building Your Own Cafila","-"
1606,6,5,181,"The Hints of Ali Baba","-"
1607,3,1,2263,"Advancing Letters","-"
1608,6,2,541,"Maria's Cakes","-"
1609,2,2,1528,"Counting Sheep","-"
1610,7,2,1612,"Dudu Service Maker","-"
1611,6,3,448,"Crowded Elevator","-"
1612,2,1,1248,"Little Ant","-"
1613,8,4,78,"Goemon is in Trouble","-"
1614,6,3,123,"Help the Tourist","-"
1615,2,2,579,"Insatisfaction on Elections","-"
1616,6,5,175,"Prom","dynamic programming"
1617,7,8,61,"Safety Path","-"
1618,2,1,1454,"Colision","ad hoc"
1619,2,4,232,"Date Difference","-"
1620,5,1,836,"Delaunay Triangulation","-"
1621,7,5,234,"Labyrinth","breadth first search"
1622,2,3,191,"Lamps","ad hoc"
1623,5,2,191,"The Language","bignum"
1624,5,6,248,"Promotion","-"
1625,5,8,2,"Robocopy","-"
1626,5,5,72,"The Incredible Chapecoense Pizza Contest","number theory"
1627,2,3,296,"Last Hit","simulation"
1628,7,4,16,"ChessGuess","shortest path"
1629,3,2,163,"UnzipFACE","-"
1630,5,4,470,"Stakes","-"
1631,8,3,186,"Bobby's Amazing Cake","distance between point and line"
1632,3,3,925,"Variations","ad-hoc"
1633,4,3,146,"SBC","priority queues"
1634,5,3,148,"Another Lottery","euclidian algorithm"
1635,5,3,114,"Ballot Evaluation","ad hoc"
1636,6,4,131,"Cyclic Antimonotonic Permutations","dynamic programming"
1637,6,5,23,"Elias Gamma Coding","greedy"
1638,2,5,24,"Food Portion Size","brute force"
1639,2,2,321,"Generate Random Numbers","simulation"
1640,4,5,111,"Hotel Booking","queue"
1641,5,3,275,"Alfredo's Pizza Restaurant","geometry, math"
1642,6,4,125,"Broken Keyboard","scan-line with counters"
1643,6,3,253,"Convert Kilometers to Miles","greedy"
1644,5,4,49,"Decode the Strings","find cycles, fast exponentiation"
1645,6,3,272,"El Dorado","dynamic programming"
1646,8,8,8,"Forest","geometry, intervals"
1647,5,3,378,"A Game with Marbles","math, optimized simulation"
1648,6,3,38,"Help Bob","dynamic programming"
1649,6,3,124,"Annoying Painting Tool","greedy"
1650,5,2,268,"Black and White Painting","math"
1651,8,6,66,"Cylinder","geometry"
1652,2,2,384,"Deli Deli","ad hoc"
1653,7,6,25,"Expressions","depth first search, breadth first search"
1654,6,5,150,"Grocery Store","brute force"
1655,7,4,313,"106 Miles To Chicago","floyd warshall"
1656,5,8,83,"Halloween Treats","pidgeonhole principle"
1657,2,2,69,"Automatic Correction of Misspellings","ad hoc"
1658,5,5,21,"Dihedral Groups","math"
1659,6,7,7,"Economic Phone Calls","dynamic programming"
1660,5,5,108,"Flavius Josephus Reloaded","int factorization, s.t. pollard rho"
1661,6,2,791,"Wine Trading in Gergovia","greedy"
1662,5,4,25,"Homogeneous Squares","math, random_shuffle"
1663,2,3,360,"Ambiguous Permutations","ad hoc"
1664,3,2,177,"Bullshit Bingo","string processing"
1665,8,6,7,"Decorate the Wall","rectangle intersection"
1666,6,5,42,"Any Fool Can Do It","dynamic programming"
1667,3,2,306,"HTML","string"
1668,7,5,6,"Help The Problem Setter","depth first search, math"
1669,7,2,211,"All Discs Considered","breadth first search"
1670,2,6,9,"Boolean Logic","brute force"
1671,7,3,59,"Code","euler tour, depth first search"
1672,6,3,265,"In Danger","dynamic programming"
1673,4,2,208,"Run Length Encoding","ad hoc, compression"
1674,5,6,5,"Fractran","prime factorisation"
1675,7,7,19,"Binary Search Heap Construction","order-statistic trees"
1676,2,2,339,"Assistance Required","precalculation by simulation"
1677,7,4,123,"The Bottom of a Graph","topological sorting"
1678,2,8,5,"Fixed Partition Contest Management","brute force"
1679,8,4,29,"Drink, on Ice","geometry"
1680,2,2,115,"Edge","ad-hoc, simulation"
1681,6,5,5,"Fold","dynamic programming"
1682,6,1,419,"Genetic Code","precalculation by backtracking"
1683,4,8,187,"Largest Rectangle in a Histogram","linear search using a stack"
1684,2,3,104,"Candy Marathon","ad hoc"
1685,6,3,81,"Daniel's Square","-"
1686,3,7,6,"Palindromic Sequence","-"
1687,6,7,82,"Unlock the Smartphone","-"
1688,5,5,29,"Intergalactic Nim","-"
1689,6,5,207,"Radars","dp"
1690,6,5,182,"Subset Sum","dp, subset sum"
1691,2,5,6,"Super Circumference","-"
1692,7,5,18,"Curo Attack","bfs"
1693,8,5,88,"Just Another Physics Problem","-"
1694,5,5,116,"Lottery","prime numbers"
1695,7,5,37,"Ordering Trees","sort, dfs"
1696,4,5,77,"Playing With Operators","tree"
1697,5,2,265,"Jaida and Multiply Game","number theory"
1698,7,7,8,"Brazilian Metro","graphs"
1699,2,3,226,"Very Boring Game","-"
1700,6,5,159,"Antennas","dp"
1701,4,5,63,"Fibos's Sequence","-"
1702,7,5,10,"Graph Coloring","-"
1703,5,5,32,"Jumping Stones","math, probability theory"
1704,4,1,574,"Arranging Tasks","sort"
1705,5,3,80,"Binary Lover","prime numbers, factors"
1706,7,5,137,"Magical Candy Bridges","dfs"
1707,6,5,89,"Numbers Game","dp"
1708,2,2,1508,"Lap","-"
1709,4,5,820,"Shuffled Deck","sort"
1710,2,2,307,"Confederation","simulation"
1711,7,5,164,"Miss Worm","graphs"
1712,2,5,70,"Ecology","-"
1713,7,5,297,"Teletransport","-"
1714,2,5,195,"Letters","-"
1715,2,2,1321,"Handball","-"
1716,2,5,305,"RSA","-"
1717,2,5,55,"Cut","-"
1718,2,5,265,"Grandpa Pepe's Pizza","-"
1719,2,3,135,"Simple Computers","simulation"
1720,6,8,38,"Mondriaan's Dream","dynamic programming"
1721,8,2,20,"Equidistance","unknown"
1722,5,3,213,"How many Fibs?","big number"
1723,7,7,5,"Phylogenetic Trees Inherited","trees"
1724,7,6,25,"Hike on a Graph","ssp"
1725,4,7,13,"Quadtree II","tree"
1726,3,6,158,"Friends","parsing"
1727,6,6,97,"Euro Cup 2000","backtracking"
1728,2,1,764,"Hard to Believe, But True!","ad hoc"
1729,5,1,181,"Average is not Fast Enough!","ad hoc"
1730,8,6,7,"Global Roaming","geometry"
1731,2,4,64,"Advanced Fruits","-"
1732,2,3,241,"Bee Maja","unknown"
1733,7,5,27,"Vladimir the Vampire","-"
1734,5,5,12,"Bound Found","partial sums, sort, two pointers"
1735,5,6,48,"Code the Tree","prüfer sequence, sorting, ad-hoc"
1736,5,7,15,"Decode the Tree","prüfer sequence"
1737,3,2,224,"Etaoin Shrdlu","straight-forward"
1738,7,3,340,"Fiber Network","floyd-warshall"
1739,2,2,413,"Threebonacci Sequence","-"
1740,4,6,44,"Is it Ordered?","-"
1741,2,1,300,"Reversed John’s Notation","-"
1742,7,3,26,"Getting in Trouble","flood-fill"
1743,2,1,2433,"Automated Checking Machine","ad-hoc"
1744,6,5,228,"Black and White Stones","dynamic programming, greedy"
1745,5,4,197,"Counting Substhreengs","number theory with dynamic programming and string"
1746,4,6,19,"Dividing the Names","trie and dynamic programming"
1747,7,7,131,"Even Distribution","search in depth and dynamic programming"
1748,8,8,21,"Fence The Vegetables","unknown"
1749,7,4,130,"Galaxy Collision","search in depth"
1750,2,3,231,"Help Cupid","ad-hoc"
1751,7,4,194,"Intrepid Climber","dynamic programming and / or greedy"
1752,7,8,28,"Journey Through The Kingdom","optimized dijkstra"
1753,2,8,17,"Knights Of The Round Table","unknown"
1754,5,6,181,"The Time Room","-"
1755,2,2,281,"The Change","-"
1756,5,4,36,"Genetic Algorithm","-"
1757,7,3,182,"Barrel Travel","-"
1758,2,3,438,"Bonus Grade Points","-"
1759,1,1,8867,"Ho Ho Ho","ad-hoc"
1760,5,1,700,"Koch Snowflake","-"
1761,5,1,770,"Christmas Decorations","-"
1762,4,4,152,"Sleds of Santa Claus","-"
1763,4,2,1133,"Santa's Translator","map"
1764,7,3,914,"Itinerary of Santa Claus","kruskal, minimum spanning tree"
1765,2,1,795,"Christmas Trapeziums","ad-hoc"
1766,4,2,842,"The Dark Elf","sort"
1767,6,3,649,"Santa Claus Bag","knapsack 0-1"
1768,3,2,1049,"Christmas Tree","ad hoc, substr"
1769,2,1,1082,"SSN 1","ad-hoc"
1770,2,3,270,"Shuffle","ad-hoc"
1771,2,3,114,"Random Bingo Cards","-"
1772,2,3,307,"Bit Shuffling","-"
1773,7,4,145,"Locked in the Castle","breadth first search modified"
1774,7,5,849,"Routers","graph, minimum spanning tree"
1775,6,3,199,"Andre and the Mentos","-"
1776,5,3,166,"Prom","-"
1777,6,3,204,"Walk of Fame","-"
1778,7,3,110,"Graph Defense","-"
1779,2,1,679,"Estimating the Mean","-"
1780,2,4,44,"Robots Formation","-"
1781,3,2,457,"Guga and the String","-"
1782,7,4,45,"Honorable Gift","-"
1783,8,4,179,"Oh no, a Black Hole!","-"
1784,6,4,50,"Birds vs Crows","-"
1785,5,3,473,"Kaprekar","-"
1786,2,2,765,"SSN 2","ad-hoc"
1787,2,1,819,"URI","ad hoc"
1788,6,5,95,"Playing with Numbers","dynamic programming"
1789,1,1,5067,"The Race of Slugs","beginner"
1790,7,2,652,"Detecting Bridges","bridges in graphs"
1791,2,2,28,"Discovering an Matrix","ad-hoc"
1792,7,5,135,"Programmed Attack","topological sorting modified"
1793,2,2,681,"Escalator","ad-hoc"
1794,2,1,1871,"Laundry","ad hoc"
1795,5,1,1821,"Trinomial Triangle","sum, ad-hoc"
1796,2,1,2264,"Brazilian Economy","ad hoc"
1797,8,3,123,"Blasted and Curious","distance between squares"
1798,6,5,502,"Pipe Cutting","dinamic programming"
1799,7,4,431,"The Rat in a Maze","graphs, sssp, maps"
1800,2,2,814,"Where Are My Keys","sort"
1801,5,6,148,"Playing with Numbers","perfect square, counting, permutation"
1802,2,1,542,"Books Catalog","sorting"
1803,3,2,558,"Matring","string, matrix, ad-hoc"
1804,4,3,546,"Mathematicians Needed in Mars","bit (fenwick trees)"
1805,5,1,2580,"Natural Sum","math"
1806,7,4,139,"Agent 004","dijkstra"
1807,5,3,558,"Trinomial Triangle, the Revenge","exponentiating by squaring, modular arithmetic"
1808,2,2,780,"The Return of The King","average"
1809,2,4,26,"Secret Agents","-"
1810,6,10,26,"Beverly Hills, Century City","dynamic programming, uncapacitated lot-sizing"
1811,2,3,88,"The Oscar Goes To...","-"
1812,5,5,0,"A Cluster to Avoid Floods","-"
1813,7,4,56,"Anachronic?","shortest path"
1814,2,3,65,"DNA Storage?","unknown"
1815,5,1,87,"Drunk People?","unknown"
1816,2,2,305,"Prague Vikings?","-"
1817,2,5,18,"Tsing Ling Archaeologists","-"
1818,8,6,0,"Convention Center","-"
1819,5,5,1,"Estimating Production","-"
1820,2,4,18,"Sing Pil University Groups","-"
1821,7,5,42,"Chinese Miai","-"
1822,6,5,18,"Constructions of China","-"
1823,7,5,5,"The Last But One Emperor","-"
1824,2,5,51,"Tse Tse Frogs","-"
1825,8,4,11,"Anting","computanional geometry"
1826,7,6,30,"Is The Language Infinite?","graphs, context-free grammars"
1827,1,1,2788,"Square Array IV","bidimensional array"
1828,1,1,4174,"Bazinga!","selection"
1829,5,3,352,"Biggest Number Game","exponentials"
1830,5,3,85,"Boxes of Chocolates","linear systems"
1831,5,4,71,"Hard Day At Work","chinese remainder theorem"
1832,2,2,210,"EBCDIC","decodificação"
1833,6,5,105,"Christmas Decoration","levenshtein distance"
1834,8,3,188,"Vogons!","points and lines"
1835,7,3,581,"Campaign's Promise","connected components"
1836,2,1,711,"Pokémon!","selection"
1837,1,1,2370,"Preface","ad hoc"
1838,6,4,198,"The Philosopher's Stone","dynamic programming"
1839,5,4,130,"The Chamber of Secrets","combinatorics"
1840,2,2,86,"The Prisoner of Azkaban","card games"
1841,5,6,64,"The Goblet of Fire","number theory, bit"
1842,3,6,75,"The Order of the Phoenix","longest repeated substring"
1843,6,5,57,"The Half-Blood Prince","backtracking, flood fill"
1844,8,6,65,"The Deathly Hallows","distance between segments, mst"
1845,2,1,619,"Efilogue","ad hoc"
1846,3,5,130,"Number to Name","string"
1847,1,1,3413,"Welcome to the Winter!","ad hoc"
1848,1,1,2938,"Counting Crow","numeral systems"
1849,2,1,418,"Dracarys!","ad-hoc, area, rectangle, square"
1850,7,6,128,"No One's Labyrinth","dijkstra"
1851,4,3,186,"How To Train Your Dragon","priority queue"
1852,6,4,57,"Stark Direwolves","stable marrige"
1853,3,8,41,"Daenerys' Game of Trust","aho-corasick, grundy numbers, jogo nim"
1854,4,5,87,"Winter in Winterfell","bit 2d, combinatorics"
1855,7,2,1351,"Maester's Map","graph traversal"
1856,4,4,92,"Arya's Death List","sqrt(n)-decomposition/rmq; linked list; compression"
1857,8,5,23,"Prelude of a Red Wedding","polygons, dynamic programming"
1858,1,1,3583,"Theon's Answer","beginner"
1859,3,7,16,"Frozen Archaeology","suffixes, min cut"
1860,6,4,142,"Cersei's Walk of Shame","ternary search"
1861,4,2,638,"Hall of Murderers","balanced binary search tree"
1862,7,4,353,"Houses of Westeros","dfs, ad-hoc"
1863,4,7,45,"Ramsay's Counter-attack","dynamic programming, dfs, 2d segment tree"
1864,1,1,3647,"Our Days Are Never Coming Back","ad hoc"
1865,1,1,4557,"Mjölnir","-"
1866,1,1,5053,"Bill","-"
1867,2,1,758,"The Greater One-digit Number","-"
1868,3,1,595,"Square Spiral","-"
1869,5,1,766,"Base 32","-"
1870,2,2,283,"Fans and Balloons","-"
1871,3,1,2053,"Zero means Zero","-"
1872,5,2,21,"Palindrome Double","-"
1873,3,1,1655,"Rock-paper-scissors-lizard-Spock","-"
1874,4,2,241,"Pushing Blocks","-"
1875,8,1,866,"Tribol","-"
1876,2,2,206,"Rabiola","-"
1877,2,2,253,"Sansa's Snow Castle","begginer ad-hoc"
1878,6,2,209,"Contests in Sequence","complete search and backtracking"
1879,2,5,12,"Bridge","unknown"
1880,2,5,186,"Renzo and the Palindromic Decoration","unknown"
1881,2,5,48,"Robotics Competition","unknown"
1882,2,5,0,"Random Walks in Thailand","unknown"
1883,7,5,140,"Escape From Ayutthaya","unknown"
1884,2,5,56,"Fighting the Rajasi","unknown"
1885,2,5,20,"Thai Lotery","unknown"
1886,2,5,94,"Protecting the Temples","unknown"
1887,2,5,20,"The Kunming-Singapore Railway","unknown"
1888,2,5,17,"The chedis of Kamphaeng Phet","unknown"
1889,2,5,73,"Training With the Larvae of Phuket","unknown"
1890,2,5,476,"Putting Plates on the Tuk-tuks","unknown"
1891,2,5,131,"Removing Coins in the Kem Kradan","unknown"
1892,6,3,140,"Freshman Beats Veteran?","divide and conquer"
1893,2,1,1274,"Moon Phases","ad hoc"
1894,7,4,19,"Phylogeny","graphs, dfs"
1895,2,1,559,"Game of Limit","simulation, ad hoc"
1896,2,2,315,"It's Time to Duel!","brute force"
1897,4,4,444,"Smart Game","queue"
1898,3,2,384,"Kickback Sum","string"
1899,2,3,197,"Hit the Target!","ad hoc"
1900,6,4,164,"Null Sequences","dynamic programming"
1901,2,1,793,"Butterflies","ad hoc"
1902,7,4,175,"Association for Consistent Marriages","cycles"
1903,7,4,123,"Food Chain","topological sorting"
1904,5,5,99,"Odds and Evens 2.0","combinatória, números primos"
1905,6,3,780,"Cops and Robbers","backtracking"
1906,2,5,28,"Collatz Passwords","divide and conquer, walks in graphs"
1907,7,5,461,"Colouring Game Scenarios","dfs"
1908,7,5,143,"Multicampus UFFS","bfs"
1909,5,2,221,"Help Kiko","lcm"
1910,7,4,426,"Help Clotilde","bfs"
1911,4,2,707,"Help Girafales","stl map"
1912,6,1,944,"Help Seu Madruga","binary search"
1913,6,4,113,"Help Mr. Barriga","dinamic programming"
1914,1,1,3261,"Whose Turn Is It?","beginner"
1915,7,7,82,"Help Chaves","bipartite matching, dp"
1916,2,5,88,"Jaiminho’s Bank Hours","unknown"
1917,2,5,76,"Help Chapolin Colorado!","unknown"
1918,2,5,14,"Trip to Acapulco","unknown"
1919,2,5,87,"Help Nhonho","unknown"
1920,2,5,178,"Fountain of Desires","unknown"
1921,1,1,2719,"Guilherme and His Kites","unknown"
1922,6,4,43,"Diego and Hammer Game","unknown"
1923,7,3,402,"Rerisson and The Barbecue","unknown"
1924,1,1,3998,"Vitória and Her Indecision","unknown"
1925,7,4,83,"Ordan and The Girls","unknown"
1926,5,4,333,"Marianne and The Twin Cousins","unknown"
1927,6,4,106,"Tapioca and The Chocolate Rain","unknown"
1928,7,5,340,"Memory Game","bfs, dfs"
1929,1,1,2871,"Triangle","-"
1930,1,1,4722,"Electrical Outlet","-"
1931,7,3,693,"Even Obsession","dijkstra"
1932,2,4,600,"Stock Market","dynamic programation"
1933,1,1,4390,"Tri-du","-"
1934,2,3,222,"Puzzle","ad hoc, map"
1935,2,4,291,"Spiral","-"
1936,2,2,967,"Factorial","-"
1937,2,6,75,"Curious Guardians","-"
1938,8,4,243,"Rectangle Park","-"
1939,2,8,12,"Ominobox","-"
1940,2,2,890,"Strategy Game","-"
1941,3,4,248,"Palindrome","-"
1942,2,5,81,"Lottery","-"
1943,2,1,1745,"Top N","ad hoc"
1944,4,2,571,"FACE 2015 FREE GIFT","stack"
1945,2,1,245,"Simulator","ad hoc"
1946,5,3,123,"Pyramid of Fortune","combinatorics, combination"
1947,2,5,67,"Cab Driver Route","dijkstra, travelling salesman problem"
1948,7,4,11,"Compiler","vertex coloring"
1949,5,8,17,"Shift Register","algebra, fast exponentiation, baby-step giant-step"
1950,7,7,0,"Spöhndriger","unknown"
1951,7,5,45,"Circuit Validator","unknown"
1952,7,4,107,"Knight in 3D Chess","unknown"
1953,2,1,636,"Robert and Rampant Room","unknown"
1954,7,4,56,"Possible Evolutionary Paths","possible evolutionary paths"
1955,7,3,394,"See World","bipartite graphs recognition"
1956,7,3,210,"Acacias","minimum spanning forest"
1957,1,1,3095,"Converting to Hexadecimal","ad-hoc, printf options"
1958,1,1,1754,"Scientific Notation","ad-hoc, printf options"
1959,1,1,3250,"Regular Simple Polygons","ad-hoc, overflow"
1960,1,1,2202,"Roman Numerals for Page Numbers","ad-hoc, digits, switch-case"
1961,1,1,2960,"Jumping Frog","ad-hoc, repetition, absolute difference"
1962,1,1,2722,"A Long, Long Time Ago","ad-hoc, repetition"
1963,1,1,3573,"The Motion Picture","ad hoc"
1964,2,2,76,"The Wrath of Khan","ad hoc"
1965,2,2,36,"The Search for Spock","ad hoc"
1966,2,3,53,"The Voyage Home","ad hoc, greedy"
1967,5,3,35,"The Final Frontier","matrix product"
1968,5,4,35,"The Undiscovered Country","sieve of eratosthenes"
1969,5,5,18,"Generations","fibonacci numbers, bit (fenwick tree)"
1970,6,4,147,"First Contact","dynamic programming"
1971,8,4,34,"Insurrection","points and polygons"
1972,7,4,265,"Nemesis","dijkstra"
1973,1,1,1814,"Star Trek","simulation"
1974,7,6,9,"Into Darkness","split graph recognition, lcs, mst"
1975,2,5,117,"Pearls","stl map, set"
1976,6,5,46,"Matrices","matrix chain"
1977,7,4,123,"I Can't be Late","graph, dijkstra"
1978,6,8,32,"Cameras","greedy"
1979,7,4,227,"Separate Rooms","bipartite graph"
1980,2,1,1053,"Shuffling","anagrams"
1981,2,5,136,"Shuffling Again","anagrams"
1982,8,5,178,"New Computers","convex hull"
1983,1,1,3140,"The Chosen","selection"
1984,1,1,3056,"The Pronalância Puzzle","math"
1985,1,1,3216,"MacPRONALTS","math"
1986,2,2,155,"The Martian","unknown"
1987,2,1,890,"Divisibility by 3","unknown"
1988,7,4,5,"Tourists Circuits","unknown"
1989,5,4,197,"Doing Nothing","unknown"
1990,5,4,34,"Equilibrium","unknown"
1991,8,4,11,"Factory of Bridges","unknown"
1992,5,4,1,"Gaining Time","unknown"
1993,7,6,27,"He is Lazy","unknown"
1994,7,4,89,"Imperialism","unknown"
1995,5,5,0,"Game, Set and Match","unknown"
1996,6,4,3,"A Canvas Building","unknown"
1997,2,3,173,"Black and White","unknown"
1998,2,1,231,"Awari 2.0","simulation"
1999,5,2,133,"Ball of Reconciliation","math"
2000,3,6,57,"Adeildo of Odonto","string"
2001,5,4,50,"Bile","mathematics"
2002,7,4,65,"Rogerio's House","grafo"
2003,1,1,2183,"Sunday Morning","beginner"
2004,2,1,240,"Enisvaldo's Hunger","ad-hoc"
2005,2,2,116,"Upset Fracil","ad-hoc"
2006,1,1,4290,"Identifying Tea","unknow"
2007,5,7,75,"Fence the Vegetables Fail","unknow"
2008,2,5,103,"Exposing Corruption","unknow"
2009,2,8,14,"Just a Bit Sorted","unknow"
2010,2,7,69,"Keep it Energized","unknow"
2011,2,6,150,"Galactic Taxes","unknow"
2012,2,5,66,"Height Map","unknow"
2013,2,4,177,"At Most Twice","unknow"
2014,2,6,56,"Blood Groups","unknow"
2015,2,6,50,"Cake Cut","unknow"
2016,2,2,246,"D as in Daedalus","unknow"
2017,3,5,155,"Six Strings","edit distance"
2018,4,3,204,"Christmas Olympics","sort, maps"
2019,2,4,9,"Cici, Cini and Cino","ad-hoc"
2020,4,4,75,"Elves and Their Codes","sort, maps"
2021,2,2,204,"Christmas Lights","ad hoc"
2022,4,2,222,"Christmas Gifts","unknown"
2023,3,1,782,"The Last Good Kid","string, comparison"
2024,6,4,77,"Piling Gifts","dynamic programming"
2025,3,2,330,"Joulupukki"," ad hoc, substring"
2026,6,3,369,"Christmas Tree","knapsack 0-1"
2027,6,2,282,"Noel Bet","code correction, recursivity"
2028,1,1,1903,"Sequence of Sequence","imaginary universe"
2029,1,1,1764,"Honey Reservoir","mathematics"
2030,2,2,84,"Pit Stop","ad-hoc"
2031,1,1,2064,"Rock, Paper, Airstrike","-"
2032,7,3,86,"Game of Eight","bfs"
2033,5,2,162,"Interest on Loan","financial math"
2034,5,5,12,"Cantor","math, dynamic programming"
2035,3,5,52,"Designing T-Shirts","strings"
2036,6,3,49,"Domino Effect","dinamic programming"
2037,2,1,55,"Fixture","ad-hoc"
2038,7,3,12,"Generating Alien DNA","graphs"
2039,7,5,10,"Programmers Should Learn Theory of Computation","theory of computation"
2040,2,4,113,"The Champion","ad hoc, maps, strings"
2041,2,2,263,"Gödelito's Sequence","ad-hoc, string"
2042,6,5,59,"Fofão of Persia","dag dynamic programming"
2043,8,5,24,"High Mountains","geometry"
2044,5,2,213,"In Debt","math"
2045,8,3,23,"Defending Alamo","unknown"
2046,7,2,186,"Delivers Steak","unknown"
2047,4,5,16,"Fly By Night","unknown"
2048,7,3,39,"Houston, We've Got a Problem!","unknown"
2049,3,3,483,"Numbers of Ahmoc","unknown"
2050,6,3,27,"Ramsey's Saloon","unknown"
2051,2,2,34,"Karnaugh Maps I","unknown"
2052,6,7,3,"Karnaugh Maps II","dp, map"
2053,6,6,0,"ET Phone Home","unknown"
2054,2,5,23,"Last Year at Marienbad","unknown"
2055,3,3,5,"Lisp is Better than Java, C and C++","unknown"
2056,7,6,19,"The Cube","graphs, shortest path"
2057,1,1,3006,"Time Zone","selection"
2058,2,1,985,"Triangles and Regular Polygons","ad hoc, counting"
2059,1,1,2655,"Odd, Even or Cheating","sequential, selection"
2060,1,1,4005,"Bino's Challenge","repetition structure"
2061,1,1,2181,"Closing Tabs","ad-hoc"
2062,3,1,1304,"OBI URI","string processing"
2063,5,2,195,"Hunting Digletts","least common multiple (lcm)"
2064,4,3,111,"Prant and the Indecision","data structures"
2065,4,4,391,"Supermarket Line","priority queue"
2066,5,3,105,"melborP A","product rule"
2067,4,3,155,"The Square Game","prefix sum"
2068,5,4,75,"Setting up a Date","probability"
2069,5,3,74,"Inês Venezuela's Square Table","divisibility"
2070,2,4,57,"Counting MadSequences","dynamic programming"
2071,4,5,40,"Pharaoh's Bank","ad hoc"
2072,6,4,17,"Anubis's Cannons","unknown"
2073,7,5,64,"Cairo's Market","2d fenwick tree"
2074,4,3,7,"Varied Dishes From the Beautiful Nefertiti","unknown"
2075,4,3,12,"Zé Coquinho","unknown"
2076,5,4,21,"Great Allocation of Commodities","unknown"
2077,4,6,10,"Los buses de Cartagena","unknown"
2078,2,5,6,"Green Peace! World Hypocrisy!","unknown"
2079,7,6,23,"War Product","dfs"
2080,6,3,51,"Röntgen Sequences","unknown"
2081,7,6,82,"Dreams, Believe Them!","graphs"
2082,7,7,29,"Time Travel","max-flow, min-cut"
2083,8,7,19,"On The Side Of The Road","geometry"
2084,5,2,261,"Elections","easy - math"
